"THEKEY","TRIM(DESCRIPTION)"
"2400404:257413","Nonprofitshoppingmall.com allows consumers to shop online for the things they would normally buy, from the brands they would normally choose, at the prices they would normally pay. However, when a consumer chooses to shop through Nonprofitshoppingmall.com, a donation is also made to their favorite charity. Here's what happens:<br>
<br>
All of the retailers and/or service providers listed on the site pay a commission to NPSM for sales that originate through the NPSM website. NPSM then donates a significant portion of those payments to the nonprofit selected by the consumer. The percentage noted beneath each retailer's logo represents the percentage of each consumer's purchase that is donated to the consumer's designated nonprofit. That percentage varies from retailer to retailer, and is fully disclosed on our website, along with direct links to the retailers' sites.<br>
<br>
The percentage of sales that will benefit the designated nonprofit is based on the product sales price after any discounts or coupons, and excludes state sales taxes and shipping fees. Some retailers do not pay sales commissions on certain items purchased through their websites, so purchases of those items will not benefit your designated nonprofit. For example, Wedding Registry Gifts often fall into this exceptions category. Please visit the retailer's webpage for a list of their exclusions.<br>
<br>
We have an EZ Shopper App that simplifies the donation process by detecting the site you are on and matching it with our retailer database. It allows you to keep shopping without having to revisit the nonprofitshoppingmall.com site or any of our nonprofit partner private label sites. <br>
<br>
Software name(s): Nonprofitshoppingmall EZ Shopper App
<br>
Version number(s): <br>
Firefox: 2.3<br>
Internet Explorer: 1.4<br>
Chrome: 1.1<br>
<br>
Latest version update: <br>
Firefox: Updated 8/4/12 to 2.3<br>
Chrome: Updated 8/8/12 to 1.1<br>
Internet Explorer: Updated 8/4/12 to 1.4<br>
<br>
Download Locations:<br>
<br>
The app is first party software. It is hosted on our server:<br>
•	http://nonprofitshoppingmall.com/apps/staying-alive-ff-2.3.xpi<br>
•	http://nonprofitshoppingmall.com/apps/staying-alive-gc-1.1.crx<br>
•	http://nonprofitshoppingmall.com/widgets/staying-alive-ie-2.3.zip<br>
<br>
Software Type and Functionality:<br>
<br>
•	The Nonprofitshoppingmall EZ Shopper App is a toolbar add-on/extension. It lives in the browser's (Firefox, IE, and Chrome) toolbar and reads URLs as the user browses the web. It only uses this URL information to compare retailer domains against our database of retailers in our network. If a retailer domain matches one that is in our database, an affiliate link is navigated to via same window redirect or a new tab. This allows the user to shop for their desired nonprofit organization without having to revisit our shopping mall.<br>
<br>
Software Distribution:<br>
<br>
•	http://nonprofitshoppingmall.com/apps/staying-alive-ff-2.3.xpi<br>
•	http://nonprofitshoppingmall.com/apps/staying-alive-gc-1.1.crx<br>
•	http://nonprofitshoppingmall.com/widgets/staying-alive-ie-2.3.zip<br>
<br>
Update Process:<br>
<br>
•	Firefox: Prompt on startup<br>
•	Chrome: TBD<br>
•	Internet Explorer: User must download the latest version and run the install file that removes the previous version of the app and installs the new one.<br>
<br>
Overwrites (Y/N):<br>
<br>
•	Paid Search: N<br>
•	Afsrc/CJ domains: N<br>
•	SEO: N<br>
•	Direct Load: N<br>
•	Email: N<br>
<br>
=========================<br>
Date:  	10/18/12"
"2418355:140359","StudentRate is an online service that brings students and vendors who give discounts to them together. Our goal is to be the central location for all student discounts so that students can spend less on goods and have more funds to pay for tuition, room, board, books and having fun.  Our strength is in our numbers - the more members we have, the better the deals are for our members."
"2431432:141411","We offer game prizes to our members such as pc games/games of other consoles and game collectibles. Members can complete a variety of offers that cater to their interest."
"2460553:143702","InboxDollars &amp; SendEarnings reward our 1.3M members for their online activities, such as trying new products, taking surveys, playing games, watching videos and shopping. We use display (desktop &amp; mobile) traffic and solo email traffic to generate traffic for our advertisers."
"2464052:143954","Members receive ""points"" for completing offers which can be redeemed for non-cash rewards."
"2528913:149901","Virtual currency platform, we award virtual points to users upon offer completion."
"2528913:250482","Virtual currency platform, we award virtual points to users upon offer completion."
"2558263:152711","Our users interact and shop in exchange for frequent flyer miles or and Hilton Points."
"2602791:3192","My company, Sometrics, delivers millions of banner ad impressions a
day across social networking sites. In addition, we have a separate
offer platform for virtual currency (soft incentives).

I have some questions about your network:

1) Do you have any incentive based offers? If not, we can still drive
results via our banner network.
2) What category of offers do you specialize in? (dating, education,
financial, etc.)
3) What countries does your network support?
4) How can we integrate with your system for conversion/post back
results? (DirectTrack, in house system, etc.)
5) What are you payment terms?
6) How can we get setup with account?"
"2602791:157061","Sometrics is an in game ad network that allows users of the games/applications found in social networks to make purchases or take advantage of offers in exchange for virtual currency to use in their games/applications.  Our inventory is optimized to match the best offer with the right audience which is why our offers have a much higher conversion rate compared to industry standards.  Should you have additional questions regarding our model, please review our website and reach out to us.  We look forward to working with you."
"2602791:250675","Sometrics is an in game ad network that allows users of the games/applications found in social networks to make purchases or take advantage of offers in exchange for virtual currency to use in their games/applications.  Our inventory is optimized to match the best offer with the right audience which is why our offers have a much higher conversion rate compared to industry standards.  Should you have additional questions regarding our model, please review our website and reach out to us.  We look forward to working with you."
"2602791:250463","Sometrics is an in game ad network that allows users of the games/applications found in social networks to make purchases or take advantage of offers in exchange for virtual currency to use in their games/applications.  Our inventory is optimized to match the best offer with the right audience which is why our offers have a much higher conversion rate compared to industry standards.  Should you have additional questions regarding our model, please review our website and reach out to us.  We look forward to working with you.

<br>
<br>
This publisher is a sub-affiliate network.  Traffic types may include: Display, SocialDisplay, Email, Mobile, Search, Content, Blog, Shopping, Virtual/Social Currency, Alternative Payment, Incentive."
